Work_ID,Title,Primary_URL,Evidence_Basis,Identity_Status,Machine_Preliminary_Relevance,SQ_Map,Chapter2_Map,Machine_Screen_Status,Human_Review_Status,Inclusion_Decision,Exclusion_Reason,Full_Text_Status,Authors_Conclusions,Researcher_Synthesis,Reviewer,Review_Date
ACL26-W-648348500982,LLM-Based Human-Agent Collaboration and Interaction Systems: A Survey,https://arxiv.org/abs/2505.00753,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Peripheral candidate,Provisional machine suggestion: Unmapped; canonical RQ wording unresolved,2.3 Human-agent collaboration design space,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-408C0D3B0684,LLM-Based Human-Robot Collaboration Framework for Manipulation Tasks,https://arxiv.org/abs/2308.14972,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Contextual candidate,Provisional machine suggestion: Unmapped; canonical RQ wording unresolved,2.3 Human-agent collaboration design space,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-B2267778FEC6,LLM-Powered Hierarchical Language Agent for Real-time Human-AI Coordination,https://arxiv.org/abs/2312.15224,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Contextual candidate,Provisional machine suggestion: Unmapped; canonical RQ wording unresolved,2.3 Human-agent collaboration design space,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-DA93B8446B62,M3HF: Multi-agent Reinforcement Learning from Multi-phase Human Feedback of Mixed Quality,https://openreview.net/forum?id=2Sl6Ex7Vmo,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Relevant candidate,Provisional machine suggestion: SQ2,"2.3 Human-agent collaboration design space; 2.5 Feedback, judgment, governance, and reuse",Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-721A73E61171,Magentic-UI: Towards Human-in-the-loop Agentic Systems,https://www.arxiv.org/abs/2507.22358,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Relevant candidate,Provisional machine suggestion: SQ1,2.3 Human-agent collaboration design space; 2.4 Selective intervention and bounded oversight,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-878216C807F2,MemoCue: Empowering LLM-Based Agents for Human Memory Recall via Strategy-Guided Querying,https://arxiv.org/abs/2507.23633,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Relevant candidate,Provisional machine suggestion: SQ2,"2.3 Human-agent collaboration design space; 2.5 Feedback, judgment, governance, and reuse",Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-411FA4F27687,MetaGPT: Meta Programming for A Multi-Agent Collaborative Framework,https://openreview.net/forum?id=VtmBAGCN7o,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Contextual candidate,Provisional machine suggestion: Unmapped; canonical RQ wording unresolved,2.3 Human-agent collaboration design space,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-8B4D5F621271,MindAgent: Emergent Gaming Interaction,https://aclanthology.org/2024.findings-naacl.200/,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Contextual candidate,Provisional machine suggestion: Unmapped; canonical RQ wording unresolved,2.3 Human-agent collaboration design space,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-DB6A36EBE966,MineWorld: a Real-Time and Open-Source Interactive World Model on Minecraft,https://arxiv.org/abs/2504.08388,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Contextual candidate,Provisional machine suggestion: Unmapped; canonical RQ wording unresolved,2.3 Human-agent collaboration design space,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-BE797B75B0BD,MINT: Evaluating LLMs in Multi-turn Interaction with Tools and Language Feedback,https://arxiv.org/abs/2309.10691,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Core candidate,Provisional machine suggestion: SQ2; SQ3,"2.3 Human-agent collaboration design space; 2.5 Feedback, judgment, governance, and reuse; 2.6 Evaluation and transfer",Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-F60977424D7F,Modeling Distinct Human Interaction in Web Agents (CowCorpus),https://arxiv.org/abs/2602.17588,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Contextual candidate,Provisional machine suggestion: Unmapped; canonical RQ wording unresolved,2.3 Human-agent collaboration design space,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-131C63C14258,MUA-RL: Multi-turn User-interacting Agent Reinforcement Learning for agentic tool use,https://arxiv.org/abs/2508.18669,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Contextual candidate,Provisional machine suggestion: Unmapped; canonical RQ wording unresolved,2.3 Human-agent collaboration design space,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-D871D8C34730,Mutual Theory of Mind in Human-AI Collaboration: An Empirical Study with LLM-driven AI Agents in a Real-time Shared Workspace Task,https://arxiv.org/abs/2409.08811,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Contextual candidate,Provisional machine suggestion: Unmapped; canonical RQ wording unresolved,2.3 Human-agent collaboration design space,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-DF07DBD078A5,Not All Uncertainty Is Equal: How Uncertainty Granularity Shapes Human Verification in LLM-Assisted Decision Making,https://arxiv.org/abs/2605.28571,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Relevant candidate,Provisional machine suggestion: SQ1,2.3 Human-agent collaboration design space; 2.4 Selective intervention and bounded oversight,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-B5A204F4467D,Overseeing Agents Without Constant Oversight: Challenges and Opportunities,https://arxiv.org/abs/2602.16844,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Relevant candidate,Provisional machine suggestion: SQ1,2.3 Human-agent collaboration design space; 2.4 Selective intervention and bounded oversight,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-142E22860F9B,PaLM-E: An Embodied Multimodal Language Model,https://openreview.net/forum?id=VTpHpqM3Cf&utm_campaign=The%20Batch&utm_source=hs_email&utm_medium=email&utm_content=284568789&_hsenc=p2ANqtz-9lsSL4nXMrOGBQqGoqktY5Yno_r9-nTOARZinDcgihFNqcOFEQb_MVtHKdpgI2AC3N8SrNW5PxcD0uxl4WeKcPJgUOgw,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Contextual candidate,Provisional machine suggestion: Unmapped; canonical RQ wording unresolved,2.3 Human-agent collaboration design space,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-7B261B704808,PARTNR: A Benchmark for Planning and Reasoning in Embodied Multi-agent Tasks,https://arxiv.org/abs/2411.00081,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Relevant candidate,Provisional machine suggestion: SQ3,2.3 Human-agent collaboration design space; 2.6 Evaluation and transfer,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-9679DA507624,PDFChatAnnotator: A Human-LLM Collaborative Multi-Modal Data Annotation Tool for PDF-Format Catalogs,https://dl.acm.org/doi/10.1145/3640543.3645174,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Contextual candidate,Provisional machine suggestion: Unmapped; canonical RQ wording unresolved,2.3 Human-agent collaboration design space,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-778E0EB83792,PerspectiveGap: A Benchmark for Multi-Agent Orchestration Prompting,https://arxiv.org/abs/2606.08878,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Relevant candidate,Provisional machine suggestion: SQ3,2.3 Human-agent collaboration design space; 2.6 Evaluation and transfer,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-8766D3B5AFD6,Proactive Agent: Shifting LLM Agents from Reactive Responses to Active Assistance,https://openreview.net/forum?id=sRIU6k2TcU,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Relevant candidate,Provisional machine suggestion: SQ1,2.3 Human-agent collaboration design space; 2.4 Selective intervention and bounded oversight,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-E540ED94D93D,Progressive Ideation using an Agentic AI Framework for Human-AI Co-Creation (MIDAS),https://arxiv.org/abs/2601.00475,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Contextual candidate,Provisional machine suggestion: Unmapped; canonical RQ wording unresolved,2.3 Human-agent collaboration design space,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-9C1E5C5352DF,Prototypical Human-AI Collaboration Behaviors from LLM-Assisted Writing in the Wild,https://arxiv.org/abs/2505.16023,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Contextual candidate,Provisional machine suggestion: Unmapped; canonical RQ wording unresolved,2.3 Human-agent collaboration design space,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-589CAE49FEF9,Re-Centering Humans in LLM Personalization,https://arxiv.org/abs/2606.06614,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Relevant candidate,Provisional machine suggestion: SQ2,"2.3 Human-agent collaboration design space; 2.5 Feedback, judgment, governance, and reuse",Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-F1BC34347FF2,RECODE-H: A Benchmark for Research Code Development with Interactive Human Feedback,https://arxiv.org/abs/2510.06186,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Core candidate,Provisional machine suggestion: SQ2; SQ3,"2.3 Human-agent collaboration design space; 2.5 Feedback, judgment, governance, and reuse; 2.6 Evaluation and transfer",Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-BF157A5B8CE4,Reframing LLM Agent Security as an Agent-Human Interaction Problem,https://arxiv.org/abs/2605.24309,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Peripheral candidate,Provisional machine suggestion: Unmapped; canonical RQ wording unresolved,2.3 Human-agent collaboration design space,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-7D20B284A65F,Reinforcing Human Behavior Simulation via Verbal Feedback (DITTO & SOUL),https://arxiv.org/abs/2605.20506,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Relevant candidate,Provisional machine suggestion: SQ2,"2.3 Human-agent collaboration design space; 2.5 Feedback, judgment, governance, and reuse",Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-31F7D0F06F27,REVECA: Adaptive Planning and Trajectory-based Validation in Cooperative Language Agents using Information Relevance and Relative Proximity,https://arxiv.org/abs/2405.16751,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Contextual candidate,Provisional machine suggestion: Unmapped; canonical RQ wording unresolved,2.3 Human-agent collaboration design space,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-EA3008952FE0,Safe Multi-agent Reinforcement Learning with Natural Language Constraints,https://arxiv.org/abs/2405.20018,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Peripheral candidate,Provisional machine suggestion: Unmapped; canonical RQ wording unresolved,2.3 Human-agent collaboration design space,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-8AF9F5C774AA,SalesSim: Benchmarking and Aligning Multimodal Language Models as Retail User Simulators,https://arxiv.org/abs/2605.08334,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Relevant candidate,Provisional machine suggestion: SQ3,2.3 Human-agent collaboration design space; 2.6 Evaluation and transfer,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-9373B7410120,SOTOPIA: Interactive Evaluation for Social Intelligence in Language Agents,https://openreview.net/forum?id=mM7VurbA4r,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Relevant candidate,Provisional machine suggestion: SQ3,2.3 Human-agent collaboration design space; 2.6 Evaluation and transfer,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-FD19E6D06C96,SPHERE: An Evaluation Card for Human-AI Systems,https://arxiv.org/abs/2504.07971,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Relevant candidate,Provisional machine suggestion: SQ3,2.3 Human-agent collaboration design space; 2.6 Evaluation and transfer,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-EC4A2ED9764C,SWEET-RL: Training Multi-Turn LLM Agents on Collaborative Reasoning Tasks,https://arxiv.org/abs/2503.15478,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Contextual candidate,Provisional machine suggestion: Unmapped; canonical RQ wording unresolved,2.3 Human-agent collaboration design space,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-84B6E8816340,SymbioticRAG: Enhancing Document Intelligence Through Human-LLM Symbiotic Collaboration,https://web3.arxiv.org/abs/2505.02418,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Peripheral candidate,Provisional machine suggestion: Unmapped; canonical RQ wording unresolved,2.3 Human-agent collaboration design space,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-D19212BC55B0,To Help or Not to Help: LLM-based Attentive Support for Human-Robot Group Interactions,https://ieeexplore.ieee.org/abstract/document/10801517,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Relevant candidate,Provisional machine suggestion: SQ1,2.3 Human-agent collaboration design space; 2.4 Selective intervention and bounded oversight,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-DAE52C72AF2E,Towards Modeling Human-Agentic Collaborative Workflows: A BPMN Extension,https://arxiv.org/abs/2412.05958,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Contextual candidate,Provisional machine suggestion: Unmapped; canonical RQ wording unresolved,2.3 Human-agent collaboration design space,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-6B375620F05B,Training LLM Agents to Empower Humans,https://arxiv.org/abs/2510.13709,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Contextual candidate,Provisional machine suggestion: Unmapped; canonical RQ wording unresolved,2.3 Human-agent collaboration design space,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-D8C816D1E0C7,Training Proactive and Personalized LLM Agents,https://arxiv.org/abs/2511.02208,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Core candidate,Provisional machine suggestion: SQ1; SQ2,"2.3 Human-agent collaboration design space; 2.4 Selective intervention and bounded oversight; 2.5 Feedback, judgment, governance, and reuse",Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-3717D5F201B9,Uncertainty-Aware Clarification in LLM Agents with Information Gain,https://arxiv.org/abs/2606.03135,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Relevant candidate,Provisional machine suggestion: SQ1,2.3 Human-agent collaboration design space; 2.4 Selective intervention and bounded oversight,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-F7B93EF4142D,Uncertainty Decomposition for Clarification Seeking in LLM Agents,https://arxiv.org/abs/2606.19559,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Relevant candidate,Provisional machine suggestion: SQ1,2.3 Human-agent collaboration design space; 2.4 Selective intervention and bounded oversight,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-36588A821BE5,User Preference Modeling for Conversational LLM Agents: Weak Rewards from Retrieval-Augmented Interaction (VARS),https://arxiv.org/abs/2603.20939,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Relevant candidate,Provisional machine suggestion: SQ2,"2.3 Human-agent collaboration design space; 2.5 Feedback, judgment, governance, and reuse",Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-A74FB31E13AF,UserBench: An Interactive Gym Environment for User-Centric Agents,https://arxiv.org/abs/2507.22034,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Contextual candidate,Provisional machine suggestion: Unmapped; canonical RQ wording unresolved,2.3 Human-agent collaboration design space,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-C7370A263994,UserRL: Training Proactive User-Centric Agent via Reinforcement Learning,https://arxiv.org/abs/2509.19736,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Relevant candidate,Provisional machine suggestion: SQ1,2.3 Human-agent collaboration design space; 2.4 Selective intervention and bounded oversight,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-BB5531AED203,Value of Information: A Framework for Human-Agent Communication,https://arxiv.org/abs/2601.06407,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Contextual candidate,Provisional machine suggestion: Unmapped; canonical RQ wording unresolved,2.3 Human-agent collaboration design space,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-4388C640E4B8,VitaBench 2.0: Evaluating Personalized and Proactive Agents in Long-Term User Interactions,https://arxiv.org/abs/2605.27141,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Core candidate,Provisional machine suggestion: SQ1; SQ2; SQ3,"2.3 Human-agent collaboration design space; 2.4 Selective intervention and bounded oversight; 2.5 Feedback, judgment, governance, and reuse; 2.6 Evaluation and transfer",Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-293F1643C176,ViviDoc: Generating Interactive Documents through Human-Agent Collaboration,https://arxiv.org/pdf/2603.01912,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Contextual candidate,Provisional machine suggestion: Unmapped; canonical RQ wording unresolved,2.3 Human-agent collaboration design space,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-B0D03D3BB94B,WebCanvas: Benchmarking Web Agents in Online Environments,https://arxiv.org/pdf/2406.12373,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Relevant candidate,Provisional machine suggestion: SQ3,2.3 Human-agent collaboration design space; 2.6 Evaluation and transfer,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-66BB71E5DDBE,WebLINX: Real-World Website Navigation with Multi-Turn Dialogue,https://arxiv.org/abs/2402.05930,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Relevant candidate,Provisional machine suggestion: SQ3,2.3 Human-agent collaboration design space; 2.6 Evaluation and transfer,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-589A20C57AE3,When Users Change Their Mind: Evaluating Interruptible Agents in Long-Horizon Web Navigation,https://arxiv.org/abs/2604.00892,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Core candidate,Provisional machine suggestion: SQ1; SQ3,2.3 Human-agent collaboration design space; 2.4 Selective intervention and bounded oversight; 2.6 Evaluation and transfer,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
ACL26-W-C970EBF2C407,XtraGPT: LLMs for Human-AI Collaboration on Controllable Academic Paper Revision,https://arxiv.org/abs/2505.11336,Pinned repository title and taxonomy metadata only,Identifier present; independent metadata verification pending,Contextual candidate,Provisional machine suggestion: Unmapped; canonical RQ wording unresolved,2.3 Human-agent collaboration design space,Complete,Pending,Pending human title/abstract review,,Pending,Pending full-text review,Pending human review,,
