Paper_ID,Title,Authors,Year,Venue,Publication_Type,DOI,URL,Database,Query_ID,Search_Date,Access_or_License,Objective,Domain,Study_Design,Data_or_Corpus,Sample,Artifact_or_System,Baseline,Metrics,Main_Results,Authors_Conclusions,Authors_Limitations,Taxonomy_Tags,SQ_Map,Plan_Map,Use_Case_Map,Gap_Evidence,Quality_Rating,Transferability,Researcher_Synthesis,Inclusion_Decision,Exclusion_Reason,Follow_Up,Reviewer,Review_Date
ACL26-W-8EDE1E377D5D,FinArena: A Human-Agent Collaboration Framework for Financial Market Analysis and Forecasting,,2025,arXiv 2025,,,https://arxiv.org/abs/2503.02692,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Delegation; Demonstration; During Task; Guidance; Hierarchical; One-by-One; Segment; Synchronous,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-5EBE25240591,From Correctness to Collaboration: Toward a Human-Centered Framework for Evaluating AI Agent Behavior in Software Engineering,,2025,,,,https://arxiv.org/abs/2512.23844,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Critique, Preference Ranking; Guidance, Evaluative; Hierarchical; Initial Setup, During Task; One-by-One; Segment; Supervision, Cooperation; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ3; verify identity, then complete blind title/abstract review",,
ACL26-W-B69583C9CACE,Future of Work with AI Agents: Auditing Automation and Augmentation Potential across the U.S. Workforce,,2025,arXiv 2025,,,https://arxiv.org/abs/2506.06576,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-70E3FF79FA10,GenoMAS: A Multi-Agent Framework for Scientific Discovery via Code-Driven Gene Expression Analysis,,2025,arXiv 2025,,,https://arxiv.org/abs/2507.21035,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-3B894E22ADAF,Getting Better at Working With You: Compiling User Corrections into Runtime Enforcement for Coding Agents (TRACE),,2026,arXiv 2026,,,https://arxiv.org/abs/2606.13174,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Corrective, Guidance; During Task, Post Task; Hierarchical; One-by-One; Refinement, Critique; Segment; Supervision, Cooperation; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ2; verify identity, then complete blind title/abstract review",,
ACL26-W-6B3ADFD39E05,HAS-Bench: Evaluating LLM-Based Human-Agent Systems under Configurable Human Participation,,2026,arXiv 2026,,,https://arxiv.org/abs/2607.04329,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation, Observation; Critique, Refinement, Binary Assessment, Human Control; Guidance, Evaluative, Corrective, Implicit; Hierarchical, Centralized; Holistic, Segment; Initial Setup, During Task, Post Task; One-by-One; Supervision, Delegation, Coordination; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ3; verify identity, then complete blind title/abstract review",,
ACL26-W-F29E6413F26C,How can we assess human-agent interactions? Case studies in software agent design,,2025,arXiv 2025,,,https://arxiv.org/abs/2510.09801v2,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Delegation, Supervision; During Task; Evaluative; Hierarchical; One-by-One; Scalar Rating; Segment; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-363C9C5D6B87,Human-LLM collaboration in generative design for customization,,2024,SME 2024,,,https://www.sciencedirect.com/science/article/pii/S0278612525000731,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Decentralized; Delegation; Demonstration, Binary Assessment, Preference Ranking; Guidance, Evaluative; Holistic, Segment; Initial Setup, Post Task; One-by-One; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-3086638BE92A,"Human Oversight of Agentic Systems in Practice: Examining the Oversight Work, Challenges, and Heuristics of Developers Using Software Agents",,2026,arXiv 2026,,,https://arxiv.org/abs/2606.05391,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Asynchronous; Binary Assessment, Refinement, Critique; Collaboration; Communication; Human Feedback; Interaction; Orchestration; Evaluative, Corrective, Guidance; Hierarchical; Holistic, Segment; Initial Setup, During Task, Post Task; Observation, Conversation; One-by-One; Supervision, Delegation",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ1; verify identity, then complete blind title/abstract review",,
ACL26-W-BF65B171074F,Improved Trust in Human-Robot Collaboration With ChatGPT,,2023,IEEE 2023,,,https://ieeexplore.ieee.org/abstract/document/10141597,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Decentralized; Delegation; Demonstration, Critique; During Task; Guidance; One-by-One; Segment; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-F792DD4BA5E2,Improving Grounded Language Understanding in a Collaborative Environment by Interacting with Agents Through Help Feedback,,2023,EACL 2024,,,https://arxiv.org/abs/2304.10750,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Corrective, Guidance; Decentralized; Delegation; Demonstration, Refinement; During Task; Holistic; One-by-One; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ2; verify identity, then complete blind title/abstract review",,
ACL26-W-7CBA3E6AFA56,InfoPO: Information-Driven Policy Optimization for User-Centric Agents,,2026,arXiv 2026,,,https://arxiv.org/abs/2603.00656,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Centralized; Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Cooperation; Demonstration, User Action; During Task; Guidance, Implicit; One-by-One; Segment; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-5A27EB5BD15D,Interaction as Intelligence: Deep Research With Human-AI Partnership,,2025,arXiv 2025,,,https://arxiv.org/abs/2507.15759,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-6A094D00A991,"Interaction, Process, Infrastructure: A Unified Architecture for Human-Agent Collaboration",,2025,arXiv 2025,,,https://arxiv.org/abs/2506.11718,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-A9B909880158,InterCode: Standardizing and Benchmarking Interactive Coding with Execution Feedback,,2023,NeurIPS 2023,,,https://arxiv.org/abs/2306.14898,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ2; SQ3; verify identity, then complete blind title/abstract review",,
ACL26-W-AA6CB8E44012,Into the Unknown Unknowns: Engaged Human Learning through Participation in Language Model Agent Conversations,,2024,EMNLP 2024,,,https://aclanthology.org/2024.emnlp-main.554/,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Decentralized; Delegation; Demonstration; During Task; Guidance; One-by-One; Segment; Synchronous,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-2303C771A632,Investigating Agency of LLMs in Human-AI Collaboration Tasks,,2023,EACL 2024,,,https://aclanthology.org/2024.eacl-long.119/,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Cooperation, Delegation; Decentralized; Demonstration, Critique; During Task; Guidance; One-by-One; Segment; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-5BA841BD1C2A,Just A Rather Very Intelligent Spoken Agent (JarvisBench),,2026,arXiv 2026,,,https://arxiv.org/abs/2607.16610,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Asynchronous; Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation, Observation; During Task; Guidance, Corrective; Hierarchical; Refinement, Critique; Segment; Simultaneous; Supervision, Cooperation",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-68AC8BC6AAE2,Label Effects: Shared Heuristic Reliance in Trust Assessment by Humans and LLM-as-a-Judge,,2026,arXiv 2026,,,https://arxiv.org/abs/2604.05593,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-5D54A174DFF3,Large Language Model-based Human-Agent Collaboration for Complex Task Solving,,2024,,,,https://arxiv.org/abs/2402.12914,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Decentralized; Delegation; During Task; Human Control; Implicit; One-by-One; Segment; Synchronous,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-663CA9009136,Learning Personalized Agents from Human Feedback,,2026,arXiv 2026,,,https://arxiv.org/abs/2602.16173,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Centralized; Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Cooperation; Critique, Refinement, Preference Ranking; Guidance, Corrective, Evaluative; Initial Setup, During Task, Post Task; One-by-One; Segment; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ2; verify identity, then complete blind title/abstract review",,
ACL26-W-298AE29DE73E,Learning to Clarify: Multi-turn Conversations with Action-Based Contrastive Self-Training,,2025,ICLR 2025,,,https://arxiv.org/abs/2406.00222,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Cooperation; Corrective; Decentralized; During Task; One-by-One; Refinement; Segment; Synchronous,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ1; verify identity, then complete blind title/abstract review",,
ACL26-W-B62CCF74D983,Learning User Simulators with Turing Rewards,,2026,arXiv 2026,,,https://arxiv.org/abs/2606.19336,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Cooperation; Decentralized; During Task; Implicit; One-by-One; Segment; Synchronous; User Action,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-5EC9FA89DEB5,Leveraging Dual Process Theory in Language Agent Framework for Real-time Simultaneous Human-AI Collaboration,,2025,ACL 2025,,,https://arxiv.org/abs/2502.11882,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,Asynchronous; Collaboration; Communication; Human Feedback; Interaction; Orchestration; Critique; Decentralized; During Task; Guidance; Holistic; Observation; Simultaneous,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-CE8841F63DE7,"LiveClawBench: Benchmarking LLM Agents on Complex, Real-World Assistant Tasks",,2026,arXiv 2026,,,https://arxiv.org/abs/2604.13072,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Asynchronous; Centralized; Collaboration; Communication; Human Feedback; Interaction; Orchestration; Delegation; Implicit, Guidance; Initial Setup, During Task; Observation, Conversation; One-by-One; Segment; User Action, Demonstration",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ3; verify identity, then complete blind title/abstract review",,
ACL26-W-0683577E1E9C,LLM Agents for Deliberative Collaboration: A Study on Joint Decision Making Under Partial Observability,,2026,arXiv 2026,,,https://arxiv.org/abs/2607.06157,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Cooperation, Coordination; Critique, Binary Assessment; Decentralized; During Task; Guidance, Evaluative; One-by-One; Segment; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-648348500982,LLM-Based Human-Agent Collaboration and Interaction Systems: A Survey,,2025,arXiv 2025,,,https://arxiv.org/abs/2505.00753,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-408C0D3B0684,LLM-Based Human-Robot Collaboration Framework for Manipulation Tasks,,2023,,,,https://arxiv.org/abs/2308.14972,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Corrective, Guidance; Decentralized; Demonstration, Refinement; During Task; One-by-One; Segment; Supervision, Delegation; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-B2267778FEC6,LLM-Powered Hierarchical Language Agent for Real-time Human-AI Coordination,,2023,AAMAS 2024,,,https://arxiv.org/abs/2312.15224,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Demonstration, Refinement; During Task; Guidance, Corrective; Hierarchical; Segment; Simultaneous; Supervision, Delegation; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-DA93B8446B62,M3HF: Multi-agent Reinforcement Learning from Multi-phase Human Feedback of Mixed Quality,,2025,ICML 2025,,,https://openreview.net/forum?id=2Sl6Ex7Vmo,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ2; verify identity, then complete blind title/abstract review",,
ACL26-W-721A73E61171,Magentic-UI: Towards Human-in-the-loop Agentic Systems,,2025,arXiv 2025,,,https://www.arxiv.org/abs/2507.22358,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Binary Assessment, Refinement, Critique, User Action; Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation, Observation; Cooperation, Coordination; During Task, Post Task; Evaluative, Corrective, Guidance, Implicit; Hierarchical, Centralized; Segment; Simultaneous; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ1; verify identity, then complete blind title/abstract review",,
ACL26-W-878216C807F2,MemoCue: Empowering LLM-Based Agents for Human Memory Recall via Strategy-Guided Querying,,2025,arXiv 2025,,,https://arxiv.org/abs/2507.23633,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ2; verify identity, then complete blind title/abstract review",,
ACL26-W-411FA4F27687,MetaGPT: Meta Programming for A Multi-Agent Collaborative Framework,,2023,ICML 2023,,,https://openreview.net/forum?id=VtmBAGCN7o,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Asynchronous; Binary Assessment; Collaboration; Communication; Human Feedback; Interaction; Orchestration; Coordination; Decentralized; Evaluative, Guidance; Holistic; Initial Setup, Post Task; Message Pool; One-by-One",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-8B4D5F621271,MindAgent: Emergent Gaming Interaction,,2023,NAACL 2024,,,https://aclanthology.org/2024.findings-naacl.200/,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,Centralized; Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Coordination; Corrective; During Task; One-by-One; Refinement; Segment; Synchronous,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-DB6A36EBE966,MineWorld: a Real-Time and Open-Source Interactive World Model on Minecraft,,2025,arXiv 2025,,,https://arxiv.org/abs/2504.08388,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Decentralized; Delegation; Evaluative; Holistic; One-by-One; Post Task; Scalar Rating; Synchronous,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-BE797B75B0BD,MINT: Evaluating LLMs in Multi-turn Interaction with Tools and Language Feedback,,2023,ICLR 2024,,,https://arxiv.org/abs/2309.10691,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,Binary Assessment; Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Decentralized; Delegation; During Task; Evaluative; Holistic; One-by-One; Synchronous,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ2; SQ3; verify identity, then complete blind title/abstract review",,
ACL26-W-F60977424D7F,Modeling Distinct Human Interaction in Web Agents (CowCorpus),,2026,arXiv 2026,,,https://arxiv.org/abs/2602.17588,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Centralized; Collaboration; Communication; Human Feedback; Interaction; Orchestration; During Task; Implicit, Corrective; Observation, Conversation; Segment; Simultaneous; Supervision, Delegation, Coordination; Synchronous; User Action, Human Control, Refinement",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-131C63C14258,MUA-RL: Multi-turn User-interacting Agent Reinforcement Learning for agentic tool use,,2025,arXiv 2025,,,https://arxiv.org/abs/2508.18669,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Binary Assessment, Refinement; Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Delegation; Evaluative, Guidance; Hierarchical; Holistic; Initial Setup, During Task; One-by-One; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-D871D8C34730,Mutual Theory of Mind in Human-AI Collaboration: An Empirical Study with LLM-driven AI Agents in a Real-time Shared Workspace Task,,2024,arXiv 2024,,,https://arxiv.org/abs/2409.08811,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; Coordination; Corrective; Decentralized; During Task; Refinement; Segment; Simultaneous; Synchronous,,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: Unmapped; canonical RQ wording unresolved; verify identity, then complete blind title/abstract review",,
ACL26-W-DF07DBD078A5,Not All Uncertainty Is Equal: How Uncertainty Granularity Shapes Human Verification in LLM-Assisted Decision Making,,2026,FAccT 2026,,,https://arxiv.org/abs/2605.28571,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Binary Assessment, User Action; Centralized; Collaboration; Communication; Human Feedback; Interaction; Orchestration; Conversation; During Task; Evaluative, Implicit; One-by-One; Segment, Holistic; Supervision; Synchronous",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ1; verify identity, then complete blind title/abstract review",,
ACL26-W-B5A204F4467D,Overseeing Agents Without Constant Oversight: Challenges and Opportunities,,2026,arXiv 2026,,,https://arxiv.org/abs/2602.16844,Pinned ACL 2026 taxonomy repository,ACL-CORPUS-001,2026-08-15,Public repository metadata; article access not assessed,Pending human review,,,,,,,,Pending full-text review,Pending full-text review,Pending full-text review,"Asynchronous; Binary Assessment, Critique; Collaboration; Communication; Human Feedback; Interaction; Orchestration; During Task, Post Task; Evaluative, Corrective; Hierarchical; Observation; One-by-One; Segment, Holistic; Supervision",,,,Pending full-text review,Not assessed,Not assessed,Pending human review,Pending human title/abstract review,,"Provisional machine suggestion: SQ1; verify identity, then complete blind title/abstract review",,
